,choice,success,time,id
264,1,True,264,0
265,1,True,265,0
266,1,True,266,0
267,1,False,267,0
268,1,True,268,0
269,1,True,269,0
270,1,True,270,0
271,1,True,271,0
272,1,False,272,0
273,1,True,273,0
274,1,True,274,0
275,1,False,275,0
276,1,True,276,0
277,1,False,277,0
278,1,True,278,0
279,1,True,279,0
280,1,False,280,0
281,1,True,281,0
282,1,True,282,0
283,1,True,283,0
284,1,True,284,0
285,1,False,285,0
286,1,True,286,0
287,1,True,287,0
288,1,True,288,0
289,1,True,289,0
290,1,True,290,0
291,1,False,291,0
292,1,False,292,0
293,1,False,293,0
294,1,True,294,0
295,1,True,295,0
296,1,True,296,0
297,1,True,297,0
298,1,True,298,0
299,1,True,299,0
300,1,True,300,0
301,1,False,301,0
302,1,True,302,0
303,1,False,303,0
304,1,True,304,0
305,1,True,305,0
306,1,False,306,0
307,1,True,307,0
308,1,True,308,0
309,1,True,309,0
310,1,True,310,0
311,1,True,311,0
312,1,True,312,0
313,1,True,313,0
314,1,False,314,0
315,1,False,315,0
316,1,True,316,0
317,1,True,317,0
318,1,False,318,0
319,1,True,319,0
320,1,True,320,0
321,1,True,321,0
322,1,False,322,0
323,1,True,323,0
324,1,False,324,0
325,1,True,325,0
326,1,False,326,0
327,1,False,327,0
328,1,False,328,0
329,1,True,329,0
330,1,True,330,0
331,1,True,331,0
332,1,True,332,0
333,1,True,333,0
334,1,True,334,0
335,1,True,335,0
336,1,False,336,0
337,1,True,337,0
338,1,True,338,0
339,1,True,339,0
340,1,True,340,0
341,1,True,341,0
342,1,True,342,0
343,1,True,343,0
344,1,False,344,0
345,1,False,345,0
346,1,True,346,0
347,1,True,347,0
348,1,False,348,0
349,1,True,349,0
350,1,False,350,0
351,1,False,351,0
352,1,False,352,0
353,1,False,353,0
354,0,True,354,0
355,0,True,355,0
356,1,True,356,0
357,0,False,357,0
358,1,True,358,0
359,1,True,359,0
360,1,True,360,0
361,0,True,361,0
362,1,True,362,0
363,1,True,363,0
364,1,True,364,0
365,1,True,365,0
366,1,True,366,0
367,1,True,367,0
368,1,True,368,0
369,1,False,369,0
370,0,True,370,0
371,0,False,371,0
372,1,False,372,0
373,1,True,373,0
374,1,True,374,0
375,1,True,375,0
376,1,True,376,0
377,1,True,377,0
378,1,False,378,0
379,1,True,379,0
380,1,True,380,0
381,1,True,381,0
382,1,True,382,0
383,1,True,383,0
384,1,True,384,0
385,1,False,385,0
386,1,False,386,0
387,1,True,387,0
388,1,True,388,0
389,1,True,389,0
390,1,True,390,0
391,1,True,391,0
392,1,False,392,0
393,1,False,393,0
394,1,False,394,0
395,1,False,395,0
396,1,False,396,0
397,1,True,397,0
398,0,False,398,0
399,0,False,399,0
400,0,True,400,0
401,1,True,401,0
402,1,True,402,0
403,1,True,403,0
404,1,True,404,0
405,1,True,405,0
406,1,True,406,0
407,1,False,407,0
408,1,True,408,0
409,1,True,409,0
410,1,False,410,0
411,1,False,411,0
412,1,True,412,0
413,1,True,413,0
414,1,False,414,0
415,1,False,415,0
416,1,True,416,0
417,1,True,417,0
418,1,False,418,0
419,1,True,419,0
420,1,False,420,0
421,0,True,421,0
422,1,True,422,0
423,1,True,423,0
424,1,True,424,0
425,1,True,425,0
426,0,True,426,0
427,1,True,427,0
428,1,True,428,0
429,1,True,429,0
430,1,True,430,0
431,1,True,431,0
432,1,True,432,0
433,1,True,433,0
434,1,True,434,0
435,1,False,435,0
436,1,True,436,0
437,1,True,437,0
438,1,True,438,0
439,1,True,439,0
440,1,True,440,0
441,1,True,441,0
442,1,True,442,0
443,1,True,443,0
444,1,True,444,0
445,1,True,445,0
446,1,True,446,0
447,1,True,447,0
448,1,True,448,0
449,1,True,449,0
450,1,True,450,0
451,1,False,451,0
452,1,True,452,0
453,1,True,453,0
454,1,False,454,0
455,1,False,455,0
456,1,False,456,0
457,1,True,457,0
458,1,True,458,0
459,1,True,459,0
460,1,True,460,0
461,1,True,461,0
462,1,True,462,0
463,1,False,463,0
464,1,False,464,0
465,1,False,465,0
466,0,False,466,0
467,1,True,467,0
468,1,False,468,0
469,0,True,469,0
470,0,False,470,0
471,0,True,471,0
472,0,False,472,0
473,1,True,473,0
474,1,True,474,0
475,1,True,475,0
476,1,True,476,0
477,1,True,477,0
478,1,True,478,0
479,1,True,479,0
480,1,True,480,0
481,1,True,481,0
482,1,True,482,0
483,1,True,483,0
484,1,True,484,0
485,1,False,485,0
486,1,True,486,0
487,1,False,487,0
488,1,True,488,0
489,1,True,489,0
490,1,True,490,0
491,1,True,491,0
492,1,True,492,0
493,1,True,493,0
494,1,True,494,0
495,0,False,495,0
496,1,True,496,0
497,1,False,497,0
498,1,True,498,0
499,1,True,499,0
0,0,True,0,1
1,0,False,1,1
2,0,False,2,1
3,0,False,3,1
4,0,True,4,1
5,0,True,5,1
6,0,True,6,1
7,0,True,7,1
8,0,True,8,1
9,0,False,9,1
10,1,True,10,1
11,0,True,11,1
12,1,True,12,1
13,0,False,13,1
14,0,True,14,1
15,0,False,15,1
16,1,True,16,1
17,1,True,17,1
18,1,True,18,1
19,0,True,19,1
20,1,True,20,1
21,0,True,21,1
22,0,False,22,1
23,1,True,23,1
24,0,False,24,1
25,0,True,25,1
26,0,False,26,1
27,1,False,27,1
28,1,False,28,1
29,1,True,29,1
30,0,False,30,1
31,1,True,31,1
32,0,True,32,1
33,1,True,33,1
34,1,True,34,1
35,1,False,35,1
36,0,True,36,1
37,1,False,37,1
38,1,True,38,1
39,1,True,39,1
40,1,True,40,1
41,1,True,41,1
42,1,True,42,1
43,1,True,43,1
44,1,True,44,1
45,0,True,45,1
46,1,True,46,1
47,1,False,47,1
48,1,True,48,1
49,0,True,49,1
50,1,True,50,1
51,1,True,51,1
52,1,True,52,1
53,0,True,53,1
54,1,True,54,1
55,0,False,55,1
56,1,True,56,1
57,0,True,57,1
58,1,True,58,1
59,1,False,59,1
60,0,False,60,1
61,0,False,61,1
62,1,True,62,1
63,1,True,63,1
64,1,True,64,1
65,1,True,65,1
66,1,False,66,1
67,1,False,67,1
68,1,True,68,1
69,1,True,69,1
70,1,False,70,1
71,0,False,71,1
72,0,False,72,1
73,1,True,73,1
74,1,False,74,1
75,0,True,75,1
76,1,False,76,1
77,1,True,77,1
78,1,True,78,1
79,1,True,79,1
80,1,True,80,1
81,1,True,81,1
82,1,False,82,1
83,0,False,83,1
84,1,True,84,1
85,1,True,85,1
86,1,True,86,1
87,1,True,87,1
88,1,True,88,1
89,0,False,89,1
90,1,False,90,1
91,1,False,91,1
92,1,True,92,1
93,1,True,93,1
94,1,True,94,1
95,1,False,95,1
96,1,True,96,1
97,1,True,97,1
98,0,False,98,1
99,1,True,99,1
100,1,True,100,1
101,1,True,101,1
102,1,True,102,1
103,1,True,103,1
104,1,True,104,1
105,1,True,105,1
106,1,False,106,1
107,1,True,107,1
108,0,True,108,1
109,1,False,109,1
110,1,True,110,1
111,1,True,111,1
112,1,True,112,1
113,1,True,113,1
114,1,True,114,1
115,1,True,115,1
116,1,True,116,1
117,1,True,117,1
118,0,True,118,1
119,1,True,119,1
120,1,True,120,1
121,1,False,121,1
122,1,True,122,1
123,1,True,123,1
124,1,True,124,1
125,0,True,125,1
126,1,True,126,1
127,1,True,127,1
128,1,True,128,1
129,1,True,129,1
130,1,True,130,1
131,1,True,131,1
132,1,True,132,1
133,1,True,133,1
134,1,True,134,1
135,1,True,135,1
136,1,True,136,1
137,1,True,137,1
138,1,True,138,1
139,1,True,139,1
140,1,True,140,1
141,1,True,141,1
142,1,True,142,1
143,1,True,143,1
144,1,True,144,1
145,1,True,145,1
146,1,True,146,1
147,1,False,147,1
148,1,False,148,1
149,1,False,149,1
150,1,True,150,1
151,1,True,151,1
152,1,True,152,1
153,1,False,153,1
154,1,True,154,1
155,1,True,155,1
156,1,False,156,1
157,1,True,157,1
158,1,False,158,1
159,1,True,159,1
160,1,True,160,1
161,1,False,161,1
162,1,True,162,1
163,1,True,163,1
164,1,True,164,1
165,1,True,165,1
166,1,True,166,1
167,1,False,167,1
168,1,True,168,1
169,1,True,169,1
170,1,True,170,1
171,1,True,171,1
172,1,True,172,1
173,1,True,173,1
174,1,False,174,1
175,1,True,175,1
176,1,True,176,1
177,1,True,177,1
178,1,True,178,1
179,1,True,179,1
180,1,False,180,1
181,1,True,181,1
182,1,True,182,1
183,1,True,183,1
184,1,False,184,1
185,1,False,185,1
186,1,True,186,1
187,0,False,187,1
188,1,True,188,1
189,1,False,189,1
190,1,True,190,1
191,1,False,191,1
192,1,True,192,1
193,1,True,193,1
194,0,True,194,1
195,1,True,195,1
196,1,False,196,1
197,1,True,197,1
198,1,True,198,1
199,1,True,199,1
200,1,True,200,1
201,0,True,201,1
202,1,True,202,1
203,1,True,203,1
204,1,True,204,1
205,1,True,205,1
206,1,True,206,1
207,1,True,207,1
208,1,True,208,1
209,1,True,209,1
210,1,False,210,1
211,0,False,211,1
212,1,False,212,1
213,0,True,213,1
214,1,True,214,1
215,1,True,215,1
216,1,True,216,1
217,1,True,217,1
218,1,False,218,1
219,1,False,219,1
220,1,False,220,1
221,1,False,221,1
222,1,True,222,1
223,1,True,223,1
224,0,False,224,1
225,1,True,225,1
226,1,True,226,1
227,1,True,227,1
228,1,True,228,1
229,1,False,229,1
230,1,True,230,1
231,1,True,231,1
232,1,True,232,1
233,1,True,233,1
234,1,True,234,1
235,1,True,235,1
236,1,True,236,1
237,1,False,237,1
238,1,True,238,1
239,0,True,239,1
240,1,True,240,1
241,1,True,241,1
242,1,True,242,1
243,1,False,243,1
244,1,True,244,1
245,1,True,245,1
246,1,False,246,1
247,1,True,247,1
248,1,True,248,1
249,1,False,249,1
250,0,False,250,1
251,1,False,251,1
252,1,True,252,1
253,1,False,253,1
254,1,False,254,1
255,1,True,255,1
256,0,False,256,1
257,1,True,257,1
258,1,False,258,1
259,1,True,259,1
260,1,True,260,1
261,1,True,261,1
262,1,False,262,1
263,0,False,263,1
264,1,True,264,1
265,1,False,265,1
266,1,True,266,1
267,1,True,267,1
268,1,True,268,1
269,0,False,269,1
270,1,True,270,1
271,1,True,271,1
272,1,False,272,1
273,1,True,273,1
274,1,False,274,1
275,1,True,275,1
276,1,True,276,1
277,1,True,277,1
278,1,True,278,1
279,1,False,279,1
280,0,True,280,1
281,1,False,281,1
282,1,True,282,1
283,1,True,283,1
284,1,False,284,1
285,1,True,285,1
286,1,True,286,1
287,1,True,287,1
288,1,True,288,1
289,1,True,289,1
290,1,False,290,1
291,1,True,291,1
292,1,True,292,1
293,1,True,293,1
294,1,True,294,1
295,1,True,295,1
296,1,False,296,1
297,1,False,297,1
298,1,True,298,1
299,0,False,299,1
300,1,True,300,1
301,1,False,301,1
302,1,True,302,1
303,1,True,303,1
304,1,True,304,1
305,1,True,305,1
306,1,True,306,1
307,1,True,307,1
308,1,False,308,1
309,1,True,309,1
310,1,True,310,1
311,1,True,311,1
312,1,False,312,1
313,1,True,313,1
314,1,True,314,1
315,1,True,315,1
316,1,True,316,1
317,1,False,317,1
318,1,False,318,1
319,1,True,319,1
320,1,True,320,1
321,1,True,321,1
322,1,False,322,1
323,1,False,323,1
324,1,True,324,1
325,1,False,325,1
326,1,False,326,1
327,1,False,327,1
328,1,False,328,1
329,1,False,329,1
330,1,True,330,1
331,0,True,331,1
332,0,True,332,1
333,1,False,333,1
334,1,False,334,1
335,1,True,335,1
336,1,True,336,1
337,1,True,337,1
338,0,False,338,1
339,1,True,339,1
340,1,True,340,1
341,1,True,341,1
342,1,True,342,1
343,1,True,343,1
344,1,True,344,1
345,0,True,345,1
346,1,False,346,1
347,0,False,347,1
348,1,True,348,1
349,1,True,349,1
350,1,True,350,1
351,1,True,351,1
352,1,True,352,1
353,1,True,353,1
354,1,True,354,1
355,1,True,355,1
356,1,True,356,1
357,1,True,357,1
358,1,True,358,1
359,1,False,359,1
360,1,True,360,1
361,1,True,361,1
362,1,True,362,1
363,1,False,363,1
364,1,True,364,1
365,1,False,365,1
366,1,True,366,1
367,1,True,367,1
368,1,True,368,1
369,1,False,369,1
370,1,False,370,1
371,1,True,371,1
372,0,True,372,1
373,1,True,373,1
374,1,True,374,1
375,1,False,375,1
376,1,True,376,1
377,1,True,377,1
378,1,True,378,1
379,1,True,379,1
380,1,True,380,1
381,1,False,381,1
382,1,False,382,1
383,1,True,383,1
384,1,True,384,1
385,1,True,385,1
386,1,True,386,1
387,1,False,387,1
388,1,False,388,1
389,1,False,389,1
390,1,True,390,1
391,1,True,391,1
392,1,True,392,1
393,1,True,393,1
394,1,True,394,1
395,1,True,395,1
396,1,True,396,1
397,1,True,397,1
398,1,True,398,1
399,1,True,399,1
400,1,False,400,1
401,1,True,401,1
402,1,True,402,1
403,1,True,403,1
404,1,False,404,1
405,0,False,405,1
406,1,True,406,1
407,1,False,407,1
408,1,False,408,1
409,1,True,409,1
410,1,True,410,1
411,1,False,411,1
412,1,True,412,1
413,1,False,413,1
414,1,True,414,1
415,1,True,415,1
416,1,False,416,1
417,1,True,417,1
418,1,True,418,1
419,1,True,419,1
420,1,True,420,1
421,1,True,421,1
422,1,True,422,1
423,1,False,423,1
424,1,True,424,1
425,1,True,425,1
426,1,False,426,1
427,1,True,427,1
428,1,True,428,1
429,1,True,429,1
430,1,True,430,1
431,1,True,431,1
432,1,True,432,1
433,1,True,433,1
434,1,True,434,1
435,1,False,435,1
436,1,False,436,1
437,1,False,437,1
438,1,False,438,1
439,1,True,439,1
440,1,False,440,1
441,1,True,441,1
442,1,True,442,1
443,1,False,443,1
444,1,True,444,1
445,1,True,445,1
446,1,True,446,1
447,1,True,447,1
448,1,True,448,1
449,1,True,449,1
450,1,True,450,1
451,0,True,451,1
452,1,True,452,1
453,1,False,453,1
454,1,False,454,1
455,1,False,455,1
456,1,True,456,1
457,1,True,457,1
458,1,True,458,1
459,1,True,459,1
460,1,True,460,1
461,1,True,461,1
462,1,True,462,1
463,1,True,463,1
464,1,True,464,1
465,1,True,465,1
466,0,False,466,1
467,1,True,467,1
468,1,True,468,1
469,1,True,469,1
470,1,False,470,1
471,1,True,471,1
472,1,True,472,1
473,1,False,473,1
474,0,False,474,1
475,1,True,475,1
476,1,False,476,1
477,0,False,477,1
478,1,True,478,1
479,1,True,479,1
480,1,True,480,1
481,1,True,481,1
482,1,False,482,1
483,1,True,483,1
484,1,True,484,1
485,1,True,485,1
486,1,True,486,1
487,1,True,487,1
488,1,True,488,1
489,1,True,489,1
490,1,False,490,1
491,1,False,491,1
492,1,True,492,1
493,1,False,493,1
494,1,True,494,1
495,1,True,495,1
496,1,True,496,1
497,1,True,497,1
498,1,True,498,1
499,1,True,499,1
0,0,False,0,2
1,1,True,1,2
2,1,True,2,2
3,1,True,3,2
4,1,True,4,2
5,1,True,5,2
6,1,True,6,2
7,1,True,7,2
8,1,True,8,2
9,1,False,9,2
10,1,False,10,2
11,1,False,11,2
12,0,True,12,2
13,0,False,13,2
14,0,False,14,2
15,1,False,15,2
16,1,True,16,2
17,1,True,17,2
18,1,True,18,2
19,1,True,19,2
20,1,True,20,2
21,1,True,21,2
22,1,True,22,2
23,1,True,23,2
24,1,True,24,2
25,1,False,25,2
26,1,True,26,2
27,1,False,27,2
28,1,False,28,2
29,1,True,29,2
30,1,True,30,2
31,1,False,31,2
32,1,True,32,2
33,1,False,33,2
34,1,True,34,2
35,1,True,35,2
36,1,True,36,2
37,1,True,37,2
38,1,False,38,2
39,1,True,39,2
40,1,False,40,2
41,1,True,41,2
42,1,True,42,2
43,1,True,43,2
44,1,False,44,2
45,1,False,45,2
46,1,True,46,2
47,1,True,47,2
48,1,True,48,2
49,1,True,49,2
50,1,False,50,2
51,1,True,51,2
52,1,True,52,2
53,1,True,53,2
54,1,True,54,2
55,1,True,55,2
56,1,True,56,2
57,1,True,57,2
58,1,False,58,2
59,1,True,59,2
60,1,True,60,2
61,1,False,61,2
62,1,True,62,2
63,0,True,63,2
64,1,False,64,2
65,0,False,65,2
66,1,True,66,2
67,1,True,67,2
68,1,True,68,2
69,1,False,69,2
70,1,False,70,2
71,1,False,71,2
72,1,True,72,2
73,1,False,73,2
74,0,True,74,2
75,0,False,75,2
76,0,True,76,2
77,0,False,77,2
78,0,False,78,2
79,1,False,79,2
80,1,True,80,2
81,1,True,81,2
82,1,True,82,2
83,1,False,83,2
84,1,True,84,2
85,1,True,85,2
86,1,False,86,2
87,1,True,87,2
88,1,True,88,2
89,1,True,89,2
90,1,True,90,2
91,1,True,91,2
92,1,True,92,2
93,1,True,93,2
94,1,False,94,2
95,1,False,95,2
96,1,True,96,2
97,1,True,97,2
98,1,True,98,2
99,1,True,99,2
100,1,True,100,2
101,1,False,101,2
102,1,True,102,2
103,1,True,103,2
104,1,True,104,2
105,1,True,105,2
106,1,True,106,2
107,1,True,107,2
108,1,True,108,2
109,1,True,109,2
110,1,False,110,2
111,1,True,111,2
112,1,False,112,2
113,1,False,113,2
114,1,True,114,2
115,1,True,115,2
116,1,False,116,2
117,1,True,117,2
118,1,True,118,2
119,1,True,119,2
120,1,False,120,2
121,1,True,121,2
122,1,True,122,2
123,1,False,123,2
124,1,True,124,2
125,1,True,125,2
126,1,False,126,2
127,1,True,127,2
128,1,False,128,2
129,1,True,129,2
130,1,False,130,2
131,1,False,131,2
132,0,True,132,2
133,1,True,133,2
134,1,True,134,2
135,0,True,135,2
136,0,True,136,2
137,1,True,137,2
138,0,True,138,2
139,1,True,139,2
140,1,True,140,2
141,1,True,141,2
142,1,True,142,2
143,0,True,143,2
144,1,False,144,2
145,1,True,145,2
146,1,True,146,2
147,1,True,147,2
148,1,True,148,2
149,0,True,149,2
150,0,False,150,2
151,0,False,151,2
152,1,True,152,2
153,1,False,153,2
154,1,True,154,2
155,1,True,155,2
156,1,True,156,2
157,1,True,157,2
158,1,True,158,2
159,1,True,159,2
160,1,False,160,2
161,1,True,161,2
162,1,False,162,2
163,1,True,163,2
164,1,True,164,2
165,1,False,165,2
166,0,False,166,2
167,0,True,167,2
168,0,False,168,2
169,1,True,169,2
170,1,False,170,2
171,1,False,171,2
172,1,True,172,2
173,1,True,173,2
174,1,True,174,2
175,1,True,175,2
176,1,True,176,2
177,1,True,177,2
178,0,False,178,2
179,1,False,179,2
180,1,True,180,2
181,1,True,181,2
182,1,True,182,2
183,1,True,183,2
184,1,True,184,2
185,1,False,185,2
186,1,True,186,2
187,1,False,187,2
188,1,True,188,2
189,1,True,189,2
190,1,False,190,2
191,1,True,191,2
192,1,False,192,2
193,1,False,193,2
194,1,True,194,2
195,1,True,195,2
196,1,True,196,2
197,1,True,197,2
198,1,False,198,2
199,1,True,199,2
200,1,True,200,2
201,1,True,201,2
202,1,True,202,2
203,1,True,203,2
204,1,True,204,2
205,1,False,205,2
206,1,True,206,2
207,1,True,207,2
208,1,True,208,2
209,1,True,209,2
210,1,True,210,2
211,1,True,211,2
212,1,False,212,2
213,1,True,213,2
214,1,True,214,2
215,1,True,215,2
216,1,True,216,2
217,1,True,217,2
218,1,True,218,2
219,1,False,219,2
220,1,True,220,2
221,1,True,221,2
222,1,False,222,2
223,1,True,223,2
224,1,True,224,2
225,1,True,225,2
226,1,True,226,2
227,1,True,227,2
228,1,True,228,2
229,1,True,229,2
230,1,True,230,2
231,1,True,231,2
232,1,True,232,2
233,1,False,233,2
234,1,True,234,2
235,1,True,235,2
236,1,True,236,2
237,1,True,237,2
238,1,False,238,2
239,1,True,239,2
240,1,True,240,2
241,1,False,241,2
242,1,True,242,2
243,1,True,243,2
244,1,True,244,2
245,1,False,245,2
246,1,True,246,2
247,1,True,247,2
248,1,True,248,2
249,1,True,249,2
250,1,False,250,2
251,1,True,251,2
252,1,True,252,2
253,1,True,253,2
254,1,True,254,2
255,1,True,255,2
256,1,True,256,2
257,1,True,257,2
258,1,False,258,2
259,1,True,259,2
260,1,False,260,2
261,1,True,261,2
262,1,False,262,2
263,1,False,263,2
264,1,False,264,2
265,1,True,265,2
266,1,True,266,2
267,1,True,267,2
268,1,True,268,2
269,1,True,269,2
270,1,False,270,2
271,1,True,271,2
272,1,True,272,2
273,1,False,273,2
274,1,True,274,2
275,1,True,275,2
276,1,False,276,2
277,1,False,277,2
278,1,True,278,2
279,1,True,279,2
280,1,True,280,2
281,1,True,281,2
282,1,True,282,2
283,1,True,283,2
284,1,True,284,2
285,1,True,285,2
286,1,True,286,2
287,1,False,287,2
288,1,True,288,2
289,1,False,289,2
290,0,True,290,2
291,0,False,291,2
292,1,True,292,2
293,1,True,293,2
294,1,True,294,2
295,1,True,295,2
296,1,True,296,2
297,1,True,297,2
298,1,True,298,2
299,1,False,299,2
300,1,False,300,2
301,1,True,301,2
302,1,True,302,2
303,1,True,303,2
304,1,True,304,2
305,1,True,305,2
306,1,True,306,2
307,1,False,307,2
308,1,True,308,2
309,1,True,309,2
310,1,True,310,2
311,1,False,311,2
312,1,False,312,2
313,1,False,313,2
314,1,True,314,2
315,1,False,315,2
316,1,True,316,2
317,0,True,317,2
318,1,True,318,2
319,1,True,319,2
320,1,False,320,2
321,1,True,321,2
322,1,True,322,2
323,1,True,323,2
324,1,False,324,2
325,1,True,325,2
326,1,True,326,2
327,1,True,327,2
328,1,True,328,2
329,1,False,329,2
330,1,False,330,2
331,1,True,331,2
332,1,True,332,2
333,1,True,333,2
334,1,True,334,2
335,1,True,335,2
336,1,True,336,2
337,1,True,337,2
338,1,True,338,2
339,1,False,339,2
340,1,False,340,2
341,1,True,341,2
342,1,True,342,2
343,1,True,343,2
344,1,True,344,2
345,1,True,345,2
346,1,False,346,2
347,1,True,347,2
348,1,True,348,2
349,1,False,349,2
350,0,False,350,2
351,1,False,351,2
352,0,False,352,2
353,1,False,353,2
354,0,True,354,2
355,1,True,355,2
356,1,False,356,2
357,1,True,357,2
358,1,True,358,2
359,1,True,359,2
360,0,True,360,2
361,1,True,361,2
362,1,True,362,2
363,1,False,363,2
364,1,False,364,2
365,1,False,365,2
366,1,True,366,2
367,0,True,367,2
368,0,False,368,2
369,0,False,369,2
370,0,True,370,2
371,0,True,371,2
372,0,False,372,2
373,1,True,373,2
374,1,True,374,2
375,1,True,375,2
376,1,True,376,2
377,1,False,377,2
378,1,True,378,2
379,1,True,379,2
380,0,True,380,2
381,0,False,381,2
382,1,True,382,2
383,1,True,383,2
384,1,True,384,2
385,1,True,385,2
386,1,True,386,2
387,1,True,387,2
388,1,True,388,2
389,1,True,389,2
390,1,True,390,2
391,1,True,391,2
392,1,True,392,2
393,1,False,393,2
394,1,True,394,2
395,1,True,395,2
396,1,True,396,2
397,1,False,397,2
